cred_date,ship_city,ship_state,max_machine,account_id,year,month,day,weekday,weekday_str
2020-05-06,Erechim,RS,T3,0013j00002ttgdkAAA,2020,5,6,2,Qua
2020-05-06,Gravataí,RS,T2,0013j00002ttbTKAAY,2020,5,6,2,Qua
2020-05-06,Campo Mourão,PR,T2,0013j00002ttMyHAAU,2020,5,6,2,Qua
2020-05-06,Mogi das Cruzes,SP,T2,0013j00002ttbUKAAY,2020,5,6,2,Qua
2020-05-06,Cascavel,PR,T3,0013j00002ttk9dAAA,2020,5,6,2,Qua
2020-05-06,Uberlândia,MG,T2,0013j00002tg4gAAAQ,2020,5,6,2,Qua
2020-05-06,Itabuna,BA,T1,0013j00002tglhTAAQ,2020,5,6,2,Qua
2020-05-06,Ribeirão Preto,SP,T2,0013j00002ttNScAAM,2020,5,6,2,Qua
2020-05-06,Barbacena,MG,T2,0013j00002ttjzjAAA,2020,5,6,2,Qua
2020-05-06,Uberlândia,MG,T3,0013j00002ttgv0AAA,2020,5,6,2,Qua
2020-05-06,Caraguatatuba,SP,T2,0013j00002ttgppAAA,2020,5,6,2,Qua
2020-05-06,Brasília,DF,T3,0013j00002ttZ8VAAU,2020,5,6,2,Qua
2020-05-06,Rio de Janeiro ,RJ,T1,0013j00002tgUajAAE,2020,5,6,2,Qua
2020-05-06,Contagem,MG,T2,0013j00002ttViOAAU,2020,5,6,2,Qua
2020-05-06,Araruama,RJ,T3,0013j00002ttqGEAAY,2020,5,6,2,Qua
2020-05-06,Curitiba,PR,T2,0013j00002tglYhAAI,2020,5,6,2,Qua
2020-05-06,Boa Viagem,CE,T1,0013j00002tgZy1AAE,2020,5,6,2,Qua
2020-05-06,Santos Dumont,MG,T2,0013j00002tth5nAAA,2020,5,6,2,Qua
2020-05-06,Curitiba,PR,T2,0013j00002tgVmpAAE,2020,5,6,2,Qua
2020-05-06,Bauru,SP,T2,0013j00002ttkGuAAI,2020,5,6,2,Qua
2020-05-06,Natal,RN,T2,0013j00002ttV9UAAU,2020,5,6,2,Qua
2020-05-06,Horizonte,CE,T3,0013j00002ttqKzAAI,2020,5,6,2,Qua
2020-05-06,Orizânia,MG,T2,0013j00002ttgqTAAQ,2020,5,6,2,Qua
2020-05-06,Paranaguá,PR,T3,0013j00002ttcq0AAA,2020,5,6,2,Qua
2020-05-06,Engenheiro Beltrão,PR,T2,0013j00002tgjUNAAY,2020,5,6,2,Qua
2020-05-06,Uberaba,MG,T3,0013j00002ttnjtAAA,2020,5,6,2,Qua
2020-05-06,Contagem,MG,T1,0013j00002ttSLPAA2,2020,5,6,2,Qua
2020-05-07,Curitiba,PR,T3,0013j00002ttgvFAAQ,2020,5,7,3,Qui
2020-05-07,Duque de Caxias,RJ,T3,0013j00002ttz9PAAQ,2020,5,7,3,Qui
2020-05-07,Pará de Minas,MG,T1,0013j00002ttbYoAAI,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T2,0013j00002tu4C5AAI,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T2,0013j00002tu4HsAAI,2020,5,7,3,Qui
2020-05-07,Madre de Deus,BA,T2,0013j00002tXrJ9AAK,2020,5,7,3,Qui
2020-05-07,Cidade Ocidental,GO,T3,0013j00002ttZLiAAM,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002tgMehAAE,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T1,0013j00002ttv8fAAA,2020,5,7,3,Qui
2020-05-07,Dourados,MS,T2,0013j00002ttnbfAAA,2020,5,7,3,Qui
2020-05-07,Andradas,MG,T2,0013j00002ttyvIAAQ,2020,5,7,3,Qui
2020-05-07,Paulínia,SP,T2,0013j00002ttbRUAAY,2020,5,7,3,Qui
2020-05-07,São Vicente,SP,T2,0013j00002tfZfIAAU,2020,5,7,3,Qui
2020-05-07,Natal,RN,T2,0013j00002ttbcCAAQ,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T1,0013j00002ttpM9AAI,2020,5,7,3,Qui
2020-05-07,São Miguel do Iguaçu,PR,T2,0013j00002ttZ98AAE,2020,5,7,3,Qui
2020-05-07,Fortaleza,CE,T3,0013j00002ttgzQAAQ,2020,5,7,3,Qui
2020-05-07,Fernandes Pinheiro,PR,T3,0013j00002tu4F3AAI,2020,5,7,3,Qui
2020-05-07,Juazeiro,BA,T3,0013j00002ttsVHAAY,2020,5,7,3,Qui
2020-05-07,Recife,PE,T1,0013j00002tgjLaAAI,2020,5,7,3,Qui
2020-05-07,Cascavel,CE,T2,0011L00002ebcEeQAI,2020,5,7,3,Qui
2020-05-07,São João do Ivaí,PR,T2,0013j00002ttvDLAAY,2020,5,7,3,Qui
2020-05-07,Feira de Santana,BA,T2,0013j00002ttViYAAU,2020,5,7,3,Qui
2020-05-07,Santa Cruz do Sul,RS,T1,0013j00002tfylhAAA,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T3,0013j00002tu4FjAAI,2020,5,7,3,Qui
2020-05-07,Amapá do Maranhão ,MA,T3,0013j00002ttgt9AAA,2020,5,7,3,Qui
2020-05-07,Barra Mansa,RJ,T1,0013j00002tu2KLAAY,2020,5,7,3,Qui
2020-05-07,Santa Rita,PB,T3,0013j00002ttk9nAAA,2020,5,7,3,Qui
2020-05-07,Belo Horizonte,MG,T3,0013j00002ttv1oAAA,2020,5,7,3,Qui
2020-05-07,Rio das Ostras,RJ,T1,0013j00002tu4MiAAI,2020,5,7,3,Qui
2020-05-07,Barueri,SP,T2,0013j00002ttkFRAAY,2020,5,7,3,Qui
2020-05-07,Cachoeirinha,RS,T2,0013j00002ttcngAAA,2020,5,7,3,Qui
2020-05-07,Batatais,SP,T2,0013j00002tgAyoAAE,2020,5,7,3,Qui
2020-05-07,Salvador,BA,T1,0013j00002ttZQsAAM,2020,5,7,3,Qui
2020-05-07,Ponta Grossa,PR,T2,0013j00002ttcBvAAI,2020,5,7,3,Qui
2020-05-07,Itatiba,SP,T1,0013j00002ttZAfAAM,2020,5,7,3,Qui
2020-05-07,Cuiabá,MT,T2,0013j00002ttnjeAAA,2020,5,7,3,Qui
2020-05-07,Poço Branco,RN,T3,0013j00002tuZz8AAE,2020,5,7,3,Qui
2020-05-07,Embu das Artes,SP,T3,0013j00002ttcEQAAY,2020,5,7,3,Qui
2020-05-07,Mairiporã,SP,T2,0013j00002tgeG5AAI,2020,5,7,3,Qui
2020-05-07,Olinda,PE,T2,0013j00002ttsSTAAY,2020,5,7,3,Qui
2020-05-07,São José,SC,T2,0013j00002ttyxEAAQ,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T1,0013j00002ttymgAAA,2020,5,7,3,Qui
2020-05-07,Formosa,GO,T2,0013j00002ttz29AAA,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002ttumlAAA,2020,5,7,3,Qui
2020-05-07,Nova Friburgo,RJ,T1,0013j00002ttqE3AAI,2020,5,7,3,Qui
2020-05-07,Jaboatão dos Guararapes,PE,T3,0013j00002ttyxOAAQ,2020,5,7,3,Qui
2020-05-07,Caruaru,PE,T3,0013j00002tu1QeAAI,2020,5,7,3,Qui
2020-05-07,São João de Meriti,RJ,T2,0013j00002ttbcWAAQ,2020,5,7,3,Qui
2020-05-07,Belém,PA,T2,0013j00002ttghXAAQ,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002ttkA7AAI,2020,5,7,3,Qui
2020-05-07,Ibaiti,PR,T3,0013j00002ttz8HAAQ,2020,5,7,3,Qui
2020-05-07,Duque de Caxias,RJ,T2,0013j00002tu2IKAAY,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T3,0013j00002ttk7OAAQ,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002tu2QdAAI,2020,5,7,3,Qui
2020-05-07,Ribeirão,PE,T1,0013j00002ttZB4AAM,2020,5,7,3,Qui
2020-05-07,Indaiatuba,SP,T2,0013j00002ttnZUAAY,2020,5,7,3,Qui
2020-05-07,PEDRINÓPOLIS,MG,T3,0013j00002tu57eAAA,2020,5,7,3,Qui
2020-05-07,Cuiabá,MT,T2,0013j00002tu4FmAAI,2020,5,7,3,Qui
2020-05-07,Colombo,PR,T2,0013j00002tu4F4AAI,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T2,0013j00002si5ByAAI,2020,5,7,3,Qui
2020-05-07,Caculé,BA,T3,0013j00002ttSFSAA2,2020,5,7,3,Qui
2020-05-07,Governador Valadares,MG,T1,0013j00002ttvIaAAI,2020,5,7,3,Qui
2020-05-07,RIO DE JANEIRO,RJ,T2,0013j00002ttnbVAAQ,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T3,0013j00002tgWUcAAM,2020,5,7,3,Qui
2020-05-07,Barra do Garças,MT,T3,0013j00002ttnj5AAA,2020,5,7,3,Qui
2020-05-07,Castro,PR,T2,0013j00002ttgx6AAA,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T2,0013j00002tu55dAAA,2020,5,7,3,Qui
2020-05-07,Brasília,DF,T1,0013j00002ttpS6AAI,2020,5,7,3,Qui
2020-05-07,Além Paraíba,MG,T3,0013j00002tu2LFAAY,2020,5,7,3,Qui
2020-05-07,Campinas,SP,T3,0013j00002tgjXqAAI,2020,5,7,3,Qui
2020-05-07,Assis,SP,T2,0013j00002tu4KrAAI,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002tu2K6AAI,2020,5,7,3,Qui
2020-05-07,Feira Nova do Maranhão,MA,T3,0013j00002tu4KIAAY,2020,5,7,3,Qui
2020-05-07,ELOI MENDES,MG,T1,0011L00002daLJhQAM,2020,5,7,3,Qui
2020-05-07,Baraúna,RN,T3,0013j00002tu565AAA,2020,5,7,3,Qui
2020-05-07,Monte Alto,SP,T3,0013j00002ttSJxAAM,2020,5,7,3,Qui
2020-05-07,Engenheiro Paulo de Frontin,RJ,T2,0013j00002ttbYkAAI,2020,5,7,3,Qui
2020-05-07,Curitiba,PR,T3,0013j00002ttv03AAA,2020,5,7,3,Qui
2020-05-07,Japeri,RJ,T2,0013j00002tu2IbAAI,2020,5,7,3,Qui
2020-05-07,Ubatuba,SP,T3,0013j00002ttnTrAAI,2020,5,7,3,Qui
2020-05-07,Aracaju,SE,T2,0013j00002ttcCFAAY,2020,5,7,3,Qui
2020-05-07,Ingá,PB,T3,0013j00002ttyvSAAQ,2020,5,7,3,Qui
2020-05-07,Fortaleza,CE,T3,0013j00002ttbWsAAI,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002ttMx4AAE,2020,5,7,3,Qui
2020-05-07,Curitiba,PR,T2,0013j00002tu2LdAAI,2020,5,7,3,Qui
2020-05-07,Porto Alegre,RS,T2,0013j00002tu2QyAAI,2020,5,7,3,Qui
2020-05-07,Curitiba,PR,T3,0011L00002QXg7MQAT,2020,5,7,3,Qui
2020-05-07,São Gonçalo,RJ,T2,0013j00002ttyq5AAA,2020,5,7,3,Qui
2020-05-07,Itabaiana,SE,T3,0013j00002tu2I1AAI,2020,5,7,3,Qui
2020-05-07,Goiânia,GO,T1,0013j00002ttgywAAA,2020,5,7,3,Qui
2020-05-07,Santa Cruz do Sul,RS,T2,0013j00002ttVWDAA2,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002ttlHeAAI,2020,5,7,3,Qui
2020-05-07,Correntina,BA,T3,0013j00002ttcBCAAY,2020,5,7,3,Qui
2020-05-07,Vargem Alegre,MG,T1,0013j00002tM3y6AAC,2020,5,7,3,Qui
2020-05-07,Itaperuna,RJ,T2,0013j00002tu2X5AAI,2020,5,7,3,Qui
2020-05-07,Balneário Piçarras,SC,T2,0013j00002ttjw6AAA,2020,5,7,3,Qui
2020-05-07,São José dos Campos,SP,T2,0013j00002ttk8zAAA,2020,5,7,3,Qui
2020-05-07,Goiânia,GO,T2,0013j00002ttguLAAQ,2020,5,7,3,Qui
2020-05-07,São Paulo,SP,T2,0013j00002ttyy2AAA,2020,5,7,3,Qui
2020-05-07,Itapema,SC,T3,0013j00002tu55jAAA,2020,5,7,3,Qui
2020-05-07,Primavera do Leste,MT,T2,0013j00002tu4D7AAI,2020,5,7,3,Qui
2020-05-07,Blumenau,SC,T3,0013j00002tu2KVAAY,2020,5,7,3,Qui
2020-05-07,Lavras,MG,T3,0013j00002tu55pAAA,2020,5,7,3,Qui
2020-05-07,Petrolina,PE,T2,0013j00002ttz0sAAA,2020,5,7,3,Qui
2020-05-07,Itaperuna,RJ,T2,0013j00002tghCGAAY,2020,5,7,3,Qui
2020-05-07,Pojuca,BA,T3,0013j00002ttSKlAAM,2020,5,7,3,Qui
2020-05-07,São Vicente,SP,T3,0011L00002T06OBQAZ,2020,5,7,3,Qui
2020-05-07,Boa Vista,RR,T1,0013j00002tu4MsAAI,2020,5,7,3,Qui
2020-05-07,Itu,SP,T3,0013j00002ttyVQAAY,2020,5,7,3,Qui
2020-05-07,São Gonçalo do Amarante,RN,T1,0013j00002tgUg2AAE,2020,5,7,3,Qui
2020-05-07,Salvador,BA,T2,0013j00002ttzBQAAY,2020,5,7,3,Qui
2020-05-07,Salvador,BA,T2,0013j00002ttbQmAAI,2020,5,7,3,Qui
2020-05-07,São José dos Campos,SP,T2,0013j00002tu5BrAAI,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T3,0013j00002ttvHSAAY,2020,5,7,3,Qui
2020-05-07,Biguaçu,SC,T1,0013j00002ttcq6AAA,2020,5,7,3,Qui
2020-05-07,Palmas,TO,T2,0013j00002ttgukAAA,2020,5,7,3,Qui
2020-05-07,Caucaia,CE,T3,0013j00002tu2OrAAI,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0013j00002ttZNoAAM,2020,5,7,3,Qui
2020-05-07,Passo Fundo,RS,T1,0013j00002ttsXrAAI,2020,5,7,3,Qui
2020-05-07,Simões Filho,BA,T2,0013j00002ttv0wAAA,2020,5,7,3,Qui
2020-05-07,Salvador,BA,T3,0013j00002tu4HTAAY,2020,5,7,3,Qui
2020-05-07,Rio de Janeiro,RJ,T2,0011L00002dbydvQAA,2020,5,7,3,Qui
2020-05-08,Várzea Grande,MT,T3,0013j00002ttVJ1AAM,2020,5,8,4,Sex
2020-05-08,Jequié,BA,T3,0013j00002tu7BxAAI,2020,5,8,4,Sex
2020-05-08,Macaé,RJ,T2,0013j00002tuCZfAAM,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T3,0013j00002ttqNPAAY,2020,5,8,4,Sex
2020-05-08,Brasília,DF,T3,0013j00002tu9avAAA,2020,5,8,4,Sex
2020-05-08,Salvador,BA,T2,0013j00002sgVo0AAE,2020,5,8,4,Sex
2020-05-08,Rio de Janeiro,RJ,T3,0013j00002tuCktAAE,2020,5,8,4,Sex
2020-05-08,São Sebastião do Passe,BA,T2,0013j00002ttqFVAAY,2020,5,8,4,Sex
2020-05-08,Botucatu,SP,T2,0013j00002tMELFAA4,2020,5,8,4,Sex
2020-05-08,Santa Bárbara D'Oeste,SP,T2,0013j00002ttvCwAAI,2020,5,8,4,Sex
2020-05-08,São Gonçalo,RJ,T2,0013j00002tuCIQAA2,2020,5,8,4,Sex
2020-05-08,São Gonçalo,RJ,T2,0013j00002ttnV0AAI,2020,5,8,4,Sex
2020-05-08,São José,SC,T2,0013j00002ttvDpAAI,2020,5,8,4,Sex
2020-05-08,Nova Friburgo,RJ,T3,0013j00002tuCi3AAE,2020,5,8,4,Sex
2020-05-08,Goiânia,GO,T2,0013j00002tuFodAAE,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T3,0013j00002tuFo5AAE,2020,5,8,4,Sex
2020-05-08,Barra do Bugres,MT,T2,0013j00002tu2ILAAY,2020,5,8,4,Sex
2020-05-08,Taboão da Serra,SP,T2,0013j00002tuFiuAAE,2020,5,8,4,Sex
2020-05-08,Botucatu,SP,T2,0013j00002tuHS0AAM,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T2,0013j00002tuHP6AAM,2020,5,8,4,Sex
2020-05-08,Maricá,RJ,T2,0013j00002ttbYeAAI,2020,5,8,4,Sex
2020-05-08,Belém,PA,T2,0013j00002tu4FSAAY,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002tu4H4AAI,2020,5,8,4,Sex
2020-05-08,Pedro Leopoldo,MG,T2,0013j00002tuHVnAAM,2020,5,8,4,Sex
2020-05-08,Campina Grande,PB,T3,0013j00002ttyxdAAA,2020,5,8,4,Sex
2020-05-08,Criciúma,SC,T1,0013j00002tu4M0AAI,2020,5,8,4,Sex
2020-05-08,Rio de Janeiro,RJ,T2,0013j00002tuI9YAAU,2020,5,8,4,Sex
2020-05-08,Santana de Parnaíba,SP,T2,0013j00002tuFnpAAE,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T3,0013j00002tu2SUAAY,2020,5,8,4,Sex
2020-05-08,Florianópolis,SC,T3,0013j00002ttkQtAAI,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002tuIBUAA2,2020,5,8,4,Sex
2020-05-08,Piraquara,PR,T2,0013j00002tuHS5AAM,2020,5,8,4,Sex
2020-05-08,Itaboraí,RJ,T2,0013j00002tu4KDAAY,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T3,0013j00002ttqMRAAY,2020,5,8,4,Sex
2020-05-08,Tubarão,SC,T1,0013j00002tu2MlAAI,2020,5,8,4,Sex
2020-05-08,Manaus,AM,T3,0013j00002tuCAIAA2,2020,5,8,4,Sex
2020-05-08,Contagem,MG,T2,0013j00002tuFhIAAU,2020,5,8,4,Sex
2020-05-08,Porto Alegre,RS,T3,0013j00002ttneFAAQ,2020,5,8,4,Sex
2020-05-08,São Gonçalo,RJ,T2,0013j00002tu9h7AAA,2020,5,8,4,Sex
2020-05-08,Ilhabela,SP,T3,0013j00002tgjMJAAY,2020,5,8,4,Sex
2020-05-08,Araucária,PR,T2,0013j00002tuCTNAA2,2020,5,8,4,Sex
2020-05-08,Rafard,SP,T1,0013j00002ttsVWAAY,2020,5,8,4,Sex
2020-05-08,Campinas,SP,T2,0013j00002ttk7nAAA,2020,5,8,4,Sex
2020-05-08,Mossoró,RN,T2,0013j00002tu9N3AAI,2020,5,8,4,Sex
2020-05-08,Cariacica,ES,T3,0013j00002tu2CPAAY,2020,5,8,4,Sex
2020-05-08,Curitiba,PR,T3,0013j00002ttvKHAAY,2020,5,8,4,Sex
2020-05-08,Brasília,DF,T2,0013j00002ttz8gAAA,2020,5,8,4,Sex
2020-05-08,Conde,PB,T3,0013j00002tuFkxAAE,2020,5,8,4,Sex
2020-05-08,Porto Alegre,RS,T2,0013j00002tuHKvAAM,2020,5,8,4,Sex
2020-05-08,Votorantim,SP,T3,0013j00002ttyiaAAA,2020,5,8,4,Sex
2020-05-08,Porto Seguro,BA,T3,0013j00002ttZPuAAM,2020,5,8,4,Sex
2020-05-08,Francisco Morato,SP,T1,0013j00002tuCfTAAU,2020,5,8,4,Sex
2020-05-08,Colorado,PR,T1,0013j00002ttkK2AAI,2020,5,8,4,Sex
2020-05-08,Fortaleza,CE,T2,0013j00002tuHNtAAM,2020,5,8,4,Sex
2020-05-08,Barreiras,BA,T1,0013j00002ttvK2AAI,2020,5,8,4,Sex
2020-05-08,Ribeirão do Pinhal,PR,T1,0013j00002ttgqZAAQ,2020,5,8,4,Sex
2020-05-08,Candeias,BA,T3,0013j00002ttqEnAAI,2020,5,8,4,Sex
2020-05-08,Atibaia,SP,T1,0013j00002ttpJjAAI,2020,5,8,4,Sex
2020-05-08,Perdões,MG,T3,0013j00002tu9j8AAA,2020,5,8,4,Sex
2020-05-08,Paulista,PE,T2,0013j00002tuFkgAAE,2020,5,8,4,Sex
2020-05-08,Guarulhos,SP,T2,0013j00002ttqN5AAI,2020,5,8,4,Sex
2020-05-08,Poço Branco,RN,T3,0013j00002tuCeuAAE,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002ttN4yAAE,2020,5,8,4,Sex
2020-05-08,São João de Meriti,RJ,T2,0013j00002tfTnQAAU,2020,5,8,4,Sex
2020-05-08,Ribeirão Pires,SP,T1,0013j00002tu4HUAAY,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002ttcpqAAA,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002ttcoJAAQ,2020,5,8,4,Sex
2020-05-08,Rio de Janeiro,RJ,T1,0013j00002tgjb5AAA,2020,5,8,4,Sex
2020-05-08,Cariacica,ES,T3,0013j00002ttVLzAAM,2020,5,8,4,Sex
2020-05-08,Arapongas,PR,T2,0013j00002ttv2XAAQ,2020,5,8,4,Sex
2020-05-08,Parnaíba,PI,T2,0013j00002sf9QUAAY,2020,5,8,4,Sex
2020-05-08,Santa Maria,RS,T3,0013j00002ttvBtAAI,2020,5,8,4,Sex
2020-05-08,São Gonçalo,RJ,T2,0013j00002ttcELAAY,2020,5,8,4,Sex
2020-05-08,Rio de Janeiro,RJ,T3,0013j00002ttvCXAAY,2020,5,8,4,Sex
2020-05-08,Itu,SP,T3,0013j00002ttgocAAA,2020,5,8,4,Sex
2020-05-08,Ibiporã,PR,T1,0013j00002tuHPVAA2,2020,5,8,4,Sex
2020-05-08,Indaiatuba,SP,T2,0013j00002tfc28AAA,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T3,0013j00002ttqJXAAY,2020,5,8,4,Sex
2020-05-08,Niterói,RJ,T2,0013j00002tuI6yAAE,2020,5,8,4,Sex
2020-05-08,São Gonçalo,RJ,T2,0013j00002tu4DHAAY,2020,5,8,4,Sex
2020-05-08,Brasília,DF,T2,0013j00002ttv5HAAQ,2020,5,8,4,Sex
2020-05-08,Aparecida de Goiânia,GO,T1,0013j00002ttr0IAAQ,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002tMIbEAAW,2020,5,8,4,Sex
2020-05-08,Sete Lagoas,MG,T1,0013j00002ttv86AAA,2020,5,8,4,Sex
2020-05-08,Bauru,SP,T3,0013j00002ttv7IAAQ,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002ttpOEAAY,2020,5,8,4,Sex
2020-05-08,Canela,RS,T3,0013j00002tuI67AAE,2020,5,8,4,Sex
2020-05-08,Lauro de Freitas,BA,T1,0013j00002ttbU3AAI,2020,5,8,4,Sex
2020-05-08,Manaus,AM,T3,0013j00002tuCOmAAM,2020,5,8,4,Sex
2020-05-08,Presidente Prudente,SP,T1,0013j00002ttz7xAAA,2020,5,8,4,Sex
2020-05-08,Porto Alegre,RS,T3,0013j00002tu9WxAAI,2020,5,8,4,Sex
2020-05-08,Olinda,PE,T3,0013j00002tuChzAAE,2020,5,8,4,Sex
2020-05-08,Salvador,BA,T2,0013j00002tMBBgAAO,2020,5,8,4,Sex
2020-05-08,Blumenau,SC,T2,0013j00002tu54qAAA,2020,5,8,4,Sex
2020-05-08,Fortaleza,CE,T1,0013j00002tgZBYAA2,2020,5,8,4,Sex
2020-05-08,Salto de Pirapora,SP,T1,0013j00002tuFm8AAE,2020,5,8,4,Sex
2020-05-08,Hidrolândia,GO,T1,0013j00002ttncTAAQ,2020,5,8,4,Sex
2020-05-08,Goiânia,GO,T2,0013j00002ttqKpAAI,2020,5,8,4,Sex
2020-05-08,Navegantes,SC,T3,0013j00002ttnoAAAQ,2020,5,8,4,Sex
2020-05-08,Portalegre,RN,T2,0013j00002tu5j4AAA,2020,5,8,4,Sex
2020-05-08,Taboão da Serra,SP,T2,0013j00002tgXxHAAU,2020,5,8,4,Sex
2020-05-08,Caruaru,PE,T1,0013j00002ttnejAAA,2020,5,8,4,Sex
2020-05-08,Ouro Preto,MG,T3,0013j00002tuI7JAAU,2020,5,8,4,Sex
2020-05-08,Itaboraí,RJ,T1,0013j00002tu9YAAAY,2020,5,8,4,Sex
2020-05-08,São Roque,SP,T2,0013j00002ttk5mAAA,2020,5,8,4,Sex
2020-05-08,Valparaíso de Goiás,GO,T1,0013j00002tgMaXAAU,2020,5,8,4,Sex
2020-05-08,Itagibá,BA,T1,0013j00002tuFkMAAU,2020,5,8,4,Sex
2020-05-08,Brasília,DF,T3,0013j00002ttv99AAA,2020,5,8,4,Sex
2020-05-08,Maceió,AL,T2,0013j00002ttnkSAAQ,2020,5,8,4,Sex
2020-05-08,Estreito,MA,T2,0013j00002ttz8RAAQ,2020,5,8,4,Sex
2020-05-08,Gravataí,RS,T2,0013j00002tu9dPAAQ,2020,5,8,4,Sex
2020-05-08,Vitória,ES,T2,0013j00002ttyuKAAQ,2020,5,8,4,Sex
2020-05-08,Paulínia,SP,T3,0013j00002ttv0qAAA,2020,5,8,4,Sex
2020-05-08,São Leopoldo,RS,T2,0013j00002ttz1HAAQ,2020,5,8,4,Sex
2020-05-08,São Paulo,SP,T1,0013j00002tgh0ZAAQ,2020,5,8,4,Sex
2020-05-08,Queimada Nova,PI,T3,0013j00002mX3DmAAK,2020,5,8,4,Sex
2020-05-08,Cubatão,SP,T1,0013j00002ttqFGAAY,2020,5,8,4,Sex
2020-05-08,Niterói,RJ,T2,0013j00002t0fVGAAY,2020,5,8,4,Sex
2020-05-08,Paraíba do Sul,RJ,T3,0013j00002tuHI2AAM,2020,5,8,4,Sex
2020-05-08,Gaspar,SC,T2,0013j00002ttqJDAAY,2020,5,8,4,Sex
2020-05-08,Rio de Janeiro,RJ,T3,0013j00002tuCWNAA2,2020,5,8,4,Sex
2020-05-08,Campinas,SP,T2,0013j00002ttcqeAAA,2020,5,8,4,Sex
2020-05-08,Vera Cruz,BA,T3,0013j00002ttv3HAAQ,2020,5,8,4,Sex
2020-05-08,Conselheiro Lafaiete,MG,T2,0013j00002tuHNAAA2,2020,5,8,4,Sex
2020-05-08,Chã Grande,PE,T3,0013j00002tuFoTAAU,2020,5,8,4,Sex
2020-05-08,Guarantã do Norte,MT,T1,0013j00002ttsVvAAI,2020,5,8,4,Sex
2020-05-09,Cabedelo,PB,T2,0013j00002tuOGHAA2,2020,5,9,5,Sab
2020-05-09,São João de Meriti,RJ,T1,0013j00002tuOnoAAE,2020,5,9,5,Sab
2020-05-09,Porto Velho,RO,T1,0013j00002tuOH0AAM,2020,5,9,5,Sab
2020-05-09,Guaratinguetá,SP,T3,0013j00002tuLVSAA2,2020,5,9,5,Sab
2020-05-09,Aparecida de Goiânia,GO,T3,0013j00002tu2MRAAY,2020,5,9,5,Sab
2020-05-09,Blumenau,SC,T2,0013j00002tuLTvAAM,2020,5,9,5,Sab
2020-05-09,Vilhena,RO,T3,0013j00002tuMVkAAM,2020,5,9,5,Sab
2020-05-09,Imperatriz,MA,T1,0013j00002ttvEeAAI,2020,5,9,5,Sab
2020-05-09,São Paulo,SP,T2,0013j00002ttvD2AAI,2020,5,9,5,Sab
2020-05-09,Sete Lagoas,MG,T3,0013j00002tu2RsAAI,2020,5,9,5,Sab
2020-05-09,Rio de Janeiro,RJ,T2,0013j00002tu5B7AAI,2020,5,9,5,Sab
2020-05-09,São Paulo,SP,T3,0013j00002tuLUQAA2,2020,5,9,5,Sab
2020-05-09,NITEROI,RJ,T2,0013j00002tgjauAAA,2020,5,9,5,Sab
2020-05-09,Salvador,BA,T2,0013j00002tu9YuAAI,2020,5,9,5,Sab
2020-05-09,Boa Vista,RR,T3,0013j00002tuHPuAAM,2020,5,9,5,Sab
2020-05-09,Belo Horizonte,MG,T3,0013j00002tu5CAAAY,2020,5,9,5,Sab
2020-05-09,Bragança,PA,T3,0013j00002tuOmlAAE,2020,5,9,5,Sab
2020-05-09,Jundiaí,SP,T2,0013j00002tuHMgAAM,2020,5,9,5,Sab
2020-05-09,Belford Roxo,RJ,T1,0013j00002tuClWAAU,2020,5,9,5,Sab
